Ligand,Additive,Ni source,Solvent,Concentration,Photosource,HOMO,LUMO,softness,Dipole,Pol,Torsion,VBur,B1,B5,BL,VolNi,Volavg X,NBOC1,NBON1,NBOC2,NBOC3,NBOX,NBOC4,νCNssy,iCNssy,νCNsas,iCNsas,priority,yield,ee
L25,No additive,NiCl2DME,dioxane,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,THF,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,THF,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,THF,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,THF,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,THF,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,THF,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,MeCN,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,MeCN,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,MeCN,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,MeCN,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,MeCN,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiCl2DME,MeCN,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,dioxane,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,dioxane,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,dioxane,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,dioxane,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,dioxane,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,dioxane,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,THF,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,THF,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,THF,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,THF,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,THF,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,THF,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,MeCN,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,MeCN,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,MeCN,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,MeCN,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,MeCN,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,NiBr2diglyme,MeCN,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,dioxane,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,dioxane,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,dioxane,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,dioxane,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,dioxane,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,dioxane,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,THF,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,THF,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,THF,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,THF,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,THF,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,THF,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,MeCN,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,MeCN,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,MeCN,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,MeCN,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,MeCN,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,No additive,Ni(cod)2,MeCN,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,dioxane,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,dioxane,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,dioxane,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,dioxane,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,dioxane,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,dioxane,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,THF,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,THF,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,THF,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,THF,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,THF,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,THF,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,MeCN,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,MeCN,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,MeCN,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,MeCN,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,MeCN,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiCl2DME,MeCN,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,dioxane,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,dioxane,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,dioxane,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,dioxane,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,dioxane,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,dioxane,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,THF,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,THF,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,THF,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,THF,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,THF,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,THF,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,MeCN,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,MeCN,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,MeCN,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,MeCN,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,MeCN,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,NiBr2diglyme,MeCN,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,dioxane,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,dioxane,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,dioxane,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,dioxane,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,dioxane,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,dioxane,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,THF,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,THF,0.1,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,THF,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,THF,0.05,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,THF,0.033,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,THF,0.033,Blue LED,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,MeCN,0.1,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
L25,MgCl2,Ni(cod)2,MeCN,0.05,Photoreactor,-0.217,-0.086,6.61,7.56,497.9,3.32,48.3,3.28,6.5,10.78,0.738,0.471,0.529,-0.409,-0.066,-0.094,-0.424,-0.289,1719,7.4,1691,45.58,0.0,PENDING,PENDING
